id,symbol,headline,summary,date_time
261,AAPL,Merger Monday Is Back,"Oracle beats Microsoft in bid for TikTok’s U.S. ops, Apple’s event this week promises new gadgets, but no new iPhones, a big week ahead for tech IPOs, and other news to start your day.
",9/14/2020 7:51
262,AAPL,September Is Off to a Rough Start. These 19 Stocks Aren’t.,"(AAPL) stock (ticker: AAPL) recorded its third-largest weekly market cap loss on record this week, dropping $153.24 billion dollars, according to Dow Jones Market Data.  Tesla shares have shed about 25% month-to-date.  The broader Nasdaq Composite has fallen 7.8% month-to-date.
",9/14/2020 7:00
263,AAPL,"US STOCKS-Futures lifted by M&A activity, vaccine hopes","A Microsoft Corp led consortium that included Walmart Inc was also in talks for TikTok's U.S. business.  Wall Street is coming off of two straight weeks of losses, as investors sold heavyweight technology shares such as Apple Inc and Amazon.com Inc that had powered the market's strong rally since March.  Pfizer Inc also rose 1.8% after the drugmaker and German biotech firm BioNTech SE proposed expansion of their Phase 3 pivotal COVID-19 vaccine trial to about 44,000 participants.
",9/14/2020 6:49
264,AAPL,iPhone Makers Are Said Among Winners in $6.6 Billion India Plan,"(Bloomberg) -- Apple Inc.’s major iPhone assemblers are among the companies expected to win approval to participate in a $6.6 billion stimulus program to bring manufacturing to India, according to people familiar with the matter, a potentially seismic shift as the world’s most valuable company diversifies beyond China.At a cabinet meeting on Wednesday, the Indian government is expected to approve a plan aimed at bringing $150 billion in mobile-phone production over the next five years, said the people, asking not to be identified because the matter is private. Among the dozen phonemakers already cleared by a high-powered government committee are Apple’s primary supplier Foxconn Technology Group, which had submitted two applications, and p...
",9/13/2020 22:44
265,AAPL,Nvidia-Arm $40 Billion Deal Will Upend Entire Chip Industry,"(Bloomberg Opinion) -- Nvidia Corp. wants it all. And if the Silicon Valley-based semiconductor giant is able to pull off its blockbuster acquisition of premier chip designer Arm Ltd., the deal may be the final piece it needs to dominate the industry for a generation.Late Sunday, Nvidia and Arm’s parent SoftBank Group Corp. announced they reached an agreement under which the U.S.-based company will acquire Arm for about $40 billion in stock and cash. The components of the transaction include $21.5 billion in Nvidia shares, $12 billion in cash, an up to $5 billion “earn-out” payment for SoftBank subject to financial performance targets and $1.5 billion in equity for Arm employees. The news follows a number of media reports over the weekend...
",9/13/2020 22:28
266,AAPL,Nvidia Buys SoftBank’s Arm for $40 Billion in Biggest Chip Deal,"(Bloomberg) -- Nvidia Corp. said it agreed to buy SoftBank Group Corp.’s chip division Arm Ltd. for $40 billion, taking control of some of the most widely used technology in electronics in the semiconductor industry’s largest-ever deal.Nvidia will pay $21.5 billion in stock and $12 billion in cash for the U.K. based-chip designer, including a $2 billion payment at signing. Softbank may receive an additional $5 billion cash or stock if Arm’s performance meets certain targets, the companies said Sunday in a statement. An additional $1.5 billion will be paid to Arm employees in Nvidia stock.The initial payment to SoftBank is a small premium over the $31.4 billion the Japanese company paid to acquire Arm in 2016, previously the semiconductor ...
",9/13/2020 19:06
267,AAPL,Dow Jones Futures Rise: Stock Market Rally Livin' On The Edge; Take These Three Steps Now,"The stock market rally is under growing pressure after further violent selling. It's time to be defensive and prepare for a correction.
",9/13/2020 18:22
268,AAPL,2 Stocks to Buy to Invest in Augmented Reality,"There's no shortage of technology companies that are dabbling in augmented reality (AR).  Chip makers, social media companies, tech giants, and small start-ups are all betting that AR could be a step change for computing platforms.
",9/13/2020 8:02
269,AAPL,Did Apple and Tesla Stock Splits Signal the Stock Market Top?,"Last month, Tesla (NASDAQ: TSLA) and Apple (NASDAQ: AAPL) carried out 5-for-1 and 4-for-1 splits respectively.  With investors treating both split decisions so bullishly, it's important to highlight the splits' influence on market fluctuations in the past, and if this is truly an investable event.  Stock splits occur when a company decides to expand its existing share count by a certain number.
",9/13/2020 7:11
270,AAPL,How The DJIA Can Be “Managed” For A Wide Range Of Values,"Is the Dow Jones Industrial Average (DJIA) really pushing its 2019 year end close during a period of a global coronavirus epidemic? Strangely enough, the answer is dependent on the answer to another question, “what do you mean by the Dow?” That question is particularly germane this year, when the 30 stocks of the Dow have experienced an […]
",9/12/2020 16:52
271,AAPL,3 Tech Stocks That Could Split Soon,"Apple (NASDAQ: AAPL) and Tesla (NASDAQ: TSLA) made a splash this summer when they announced their respective 4-for-1 and 5-for-1 stock splits.  Both stocks ran up in price in August (and have reversed course so far in September) following the news, even though a subsequently lower share price from a stock split doesn't change the stock's fundamental value.  Granted, there are some good reasons a company might decide to split its stock, but at the end of the day a split occurs because a business (and thus its share price) is growing.
",9/12/2020 9:00
272,AAPL,"America Needs Movies, and Movie Theaters","(Bloomberg Opinion) -- The original dream of the internet was as an open medium, allowing unfettered worldwide communication. This vision evolved to allow for greater commercialization, but even then I expected to be able to buy or rent what I wanted, without much fuss or bother.Unfortunately, when it comes to movies, this expectation is no longer valid. Covid-19 issues aside, the notion of an open market for new movies seems to be fading.Earlier this week, I was thinking about watching the new Disney movie “Mulan.” (I have since been discouraged after reading of the film’s ties to Xinjiang.) It turns out I would have to pay $30 and subscribe to the Disney+ service. The subscription costs $6.99 a month, or $70 a year, or I could buy a bun...
",9/12/2020 8:00
273,AAPL,Microsoft’s New Xbox Is a Big Deal for Gamers and Investors. Here’s Why.,"In launching its flagship Xbox console for $35 a month, Microsoft is hoping to spread some of its subscription magic across videogames.
",9/11/2020 20:04
274,AAPL,How Facebook Could Build a Billion-Dollar Videogame Business,"The social networking giant has taken a low profile in fast-growing videogame streaming. But one analyst believes that Facebook’s technology, audience, and advertising business could change all that.
",9/11/2020 19:45
275,AAPL,It’s Not Just SoftBank: How Retail Investors Are Fueling the Nasdaq’s Wild Ride,"Kwamé Adams, a 30-year-old from Georgia, says he started buying stock options on his Robinhood app in August after watching tutorials on YouTube.  Tech stocks were surging, and Adams realized that “you can make much more money from options.”  The heavy buying of call options, which give holders the right to purchase individual stocks or indexes, helped fuel the August surge in stocks like Apple (ticker: AAPL) and  (TSLA) (TSLA), and probably contributed to a recent sharp reversal in tech stocks earlier this month.
",9/11/2020 19:21
276,AAPL,Apple Stock Sinks As Market Gains: What You Should Know,"Apple (AAPL) closed at $112 in the latest trading session, marking a -1.31% move from the prior day.
",9/11/2020 17:45
277,AAPL,US STOCKS-Dow ends higher but Wall Street posts 2nd straight weekly drop on tech slide,"The Nasdaq slid and the S&P 500 closed little changed on Friday as early gains in technology and growth names faded, with each of the three major Wall Street averages posting their second straight weekly decline.  The tech sector posted its fifth decline in six days and biggest weekly percentage decline since March as investors sold companies such as Apple Inc that have spearheaded the dramatic rally from coronavirus-driven lows in March.  Apple shares slid 1.31%.
",9/11/2020 16:37
278,AAPL,US STOCKS-Wall Street poised for second straight weekly drop,"The S&P and Nasdaq were lower on Friday as early gains in the technology sector and growth names faded, with each of the three major Wall Street averages on track for their second straight weekly decline.  After rising to a record high of $61.86, shares of Oracle Corp turned lower along with the rest of the technology sector.  The tech sector fell 1.39% and was on track for its fifth decline in six days and biggest weekly percentage decline since March as investors have moved away from companies such as Apple Inc that have helped spearhead the rebound in stocks from coronavirus-driven lows in March.
",9/11/2020 14:42
279,AAPL,"Dow down 39 points on losses in Salesforce.com Inc., Apple Inc. stocks","DOW UPDATE Shares of Salesforce.com Inc. and Apple Inc. are trading lower Friday afternoon, dragging the Dow Jones Industrial Average into negative territory. The Dow (DJIA) was most recently trading 39 points (0.
",9/11/2020 14:04
280,AAPL,"As Peloton Stock Soars, Here’s How the Company’s CFO Is Thinking About Continued Growth","CFO Jill Woodworth spoke to Barron’s Friday morning and addressed the company’s long-term growth and how it’s likely to fare once gyms reopen.
",9/11/2020 13:40
281,AAPL,Apple revises App Store guidelines,"(Reuters) - Apple Inc said on Friday it has revised its App Store guidelines ahead of the launch of an upcoming iOS version, with changes that may impact gaming and business apps on its platform.
",9/11/2020 13:27
282,AAPL,"Apple Loosens App Store Rules That Hurt Streaming Games, Classes","(Bloomberg) -- Apple Inc. adjusted its App Store review guidelines to loosen restrictions on iPhone and iPad games that stream directly from the internet and in-app purchase rules that have frustrated developers.The changes mean Apple will approve games that stream from the web, versus from content installed on a device, for the first time. That reverses a rule that frustrated companies including Microsoft Corp.Read more: Apple’s App Store Rules Keep Rival Gaming Services Off IPhonesThe new rules will still require games to be submitted individually. That means companies still won’t be able to launch all-you-can-eat streaming game services on Apple’s platform.However, these services can now offer a catalog that directs users to other stre...
",9/11/2020 13:26
283,AAPL,Apple Gives Epic Games Users a Sign-In Reprieve,"The ever-heightening battle over Epic Games' refusal to abide by the App Store's terms of service for in-app payments was going to be nudged a bit higher when Apple set a midnight Sept. 11 deadline for signing into a user's Epic account with the ""Sign in with Apple"" capability.  Epic was booted from the App Store for developing a payments work-around for Fortnite users that had Epic being paid directly rather than letting Apple take a 30% cut of the payments.
",9/11/2020 12:50
284,AAPL,Apple Watch Series 6 To Grab Spotlight At Product Launch Event,"Apple literally knows the pulse of consumers, thanks to its health-focused smartwatches. With the Apple Watch Series 6, set to debut on Tuesday, it also will track their blood oxygen levels.
",9/11/2020 12:40
285,AAPL,Report: Apple Ready to Launch 5G iPhone Production with Cheapest Model First,"The gap between orders and scheduled production has been sharply narrowed, but full run isn't expected till early 2021.
",9/11/2020 12:15
286,AAPL,US STOCKS-Wall Street looks to wrap up another volatile week on high note,"(For a live blog on the U.S. stock market, click or type LIVE/ in a news window)
",9/11/2020 11:44
287,AAPL,"Dow Jones Jumps 200 Points, But Apple, Tesla Reverse Lower; Peloton Soars, But Nikola Dives 15%","Stocks were mixed early Friday, rebounding from Thursday's stock market sell-off. Nikola dived, while Peloton soared on earnings.
",9/11/2020 10:49
288,AAPL,US STOCKS-Wall Street climbs as Oracle leads tech stocks higher,"The so-called ""stay-at-home winners"" — Apple Inc, Amazon.com Inc, Microsoft Corp and Netflix Inc — rose about 1% each after selling in some of these mega-cap stocks brought Wall Street's rally to a screeching halt last week.  The major U.S. stock indexes were set to end this week lower too, as concerns about the massive build-up in call options tied to tech names exacerbated the selloff.
",9/11/2020 10:26
289,AAPL,COLUMN-Aluminium producers' race to go green may fracture market: Andy Home,"Tesla is ordering giant aluminium casting presses for its assembly line in Germany.  Indeed, aluminium is going to be one of the metals critical to the unfolding green revolution, not just for its role in transport but also for its use in renewable energy sources, particularly solar panels.  The race to produce low carbon aluminium is now on as producers look to differentiate their product in a shifting consumer landscape.
",9/11/2020 10:13
290,AAPL,Streaming Continues to Gobble Up More of the Music Industry,"Streaming services accounted for just under 80% of all recorded music revenue in the U.S. in 2019, and that proportion has now grown even larger in the first half of 2020, according to new figures released by the Recording Industry Association of America (RIAA).  Here's what streaming music investors need to know.  The bulk of streaming revenue -- $3.8 billion of the $4.8 billion -- comes from paid subscription services like Spotify (NYSE: SPOT) and Apple (NASDAQ: AAPL) Music.
",9/11/2020 10:00
291,AAPL,"Sorry, Jim Cramer, Spotify Is Not the Next Netflix","The world's leading premium streaming music platform is a beast, but it's not playing the same game as Netflix.
",9/11/2020 10:00
292,AAPL,Will Apple Finally Unveil Its Services Bundle Next Week?,"The Mac maker should make more of its services available across platforms to broaden the appeal of the expected bundle.
",9/11/2020 8:45
293,AAPL,US STOCKS-Wall Street set for higher open as Oracle results beat estimates,"Wall Street's main indexes were on track to open higher on Friday, after a pullback in the previous session, with Oracle's solid quarterly results underscoring the resilience of tech-related companies during the coronavirus crisis.  Exercise bike maker Peloton Interactive Inc surged 11.3% as it reported a forecast-beating quarterly revenue due to a surge in subscribers and increased demand for its fitness products during the pandemic.  The so-called ""stay-at-home winners"" — Apple Inc, Amazon.com Inc, Microsoft Corp and Netflix Inc — rose about 1% each after selling in some of these mega-cap stocks brought Wall Street's rally to a screeching halt last week.
",9/11/2020 8:42
294,AAPL,"Column: 'Fortnite' maker draws praise for fighting Apple, but lawsuits allege it rips off kids","&quot;Fortnite&quot; tempts children into spending their and their parents' money on virtual game items without fully understanding what they're doing and with little or no chance of obtaining refunds, lawsuits allege.
",9/11/2020 8:00
295,AAPL,"L.A. has a new COVID-19 contact tracing app, from a controversial source","The crime-tracking app Citizen has been criticized for encouraging vigilantism, racism and overpolicing. Los Angeles chose the company behind it to do COVID-19 contact tracing.
",9/11/2020 8:00
296,AAPL,What These Top 10 Stocks Say About Fidelity Investors,"Fidelity is the brokerage home to 32 million individual investors, holds $8.3 trillion in customer assets, and performs 2.3 million trades each day.  It's no wonder, then, that lots of investors put their faith in what Fidelity offers.  In order to understand the minds of Fidelity investors, let's take a look at the top 10 most actively traded stocks and exchange-traded funds (ETFs) that were bought and sold by its customers as of Sept. 8.
",9/11/2020 7:45
297,AAPL,3 Attractive Dividend Stocks Whose Dividends Could Double,"As those streams of passive income dried up, investors likely considered themselves lucky as long as their stocks maintained their existing payments.  Let's take a closer look at three of those companies: Apple (NASDAQ: AAPL), Oracle (NYSE: ORCL), and Accenture (NYSE: ACN).  Apple reinstated its long-suspended dividend back in 2012, and it subsequently raised its payout every year.
",9/11/2020 7:37
298,AAPL,Microsoft takes aim at Sony with cloud gaming service,"Microsoft will on Tuesday launch its Xbox cloud gaming service priced at $1 for new users' first month, in a major drive to attract casual gamers with the promise of cutting ties to the living room and as competition with Sony heats up.  Subscribers to Xbox Game Pass Ultimate, priced at $14.99 monthly, will be able to play more than 150 games via the cloud on Xbox consoles, Android devices and PCs.  The launch in 22 countries, including the United States and 19 European countries, marks a shift for Microsoft into cloud gaming, which removes the need for bulky hardware but requires a fast internet connection.
",9/11/2020 7:11
299,AAPL,"Did You Sell Apple, Tesla, or Other Tech Stocks for a Profit? Here's What It Could Mean for Your Tax Bill","If you cashed in on some high-flying tech stocks, here's what you should know about the tax implications.
",9/11/2020 6:48
300,AAPL,GLOBAL MARKETS-Asian markets set for decline again as U.S. tech stocks falter,"Asian markets were expected to fall on Friday in response to declines in technology stocks that began last week and growing concerns about another round of negotiations on the UK's departure from the European Union.  ""It’s another day of declines, broad-based declines,"" said Kyle Rodda, a markets analyst at IG Markets.  The European Union told Britain on Thursday it should abandon a plan to break their divorce treaty, but Prime Minister Boris Johnson's government refused and moved forward with a draft law that could sink four years of Brexit talks.
",9/10/2020 19:49
301,AAPL,$718 mln options unwind signals more caution on tech stocks,"A large options player unwound bets on several technology-related companies on Thursday, offering another sign of the market's recently diminished appetite for shares in the sector.  The unidentified investor took off around $718 million of notional value in bullish options spreads known as risk reversals in Facebook Inc, Netflix Inc and Adobe Inc, according to a Reuters analysis based on data from Susquehanna Financial Group.  The investor partially closed a similar position in Saleforce.com Inc on Tuesday.
",9/10/2020 19:47
302,AAPL,How to Find Companies With Quality Shareholders,"Discover the characteristics of quality shareholders, their importance, and how you can find them.
",9/10/2020 18:54
303,AAPL,Fortnite creator Epic Games says gamers can use Apple sign-in system,"Apple and Epic Games have been in a legal tussle since August, when the maker of the popular video game launched its own in-app payment system, which was in violation of the iPhone maker's app store guidelines.  Epic had said on Wednesday that gamers would not be able to log into the game using their Apple sign-in credentials from Friday.  The company, however, warned gamers should prepare their accounts if the Apple sign-in option was removed.
",9/10/2020 18:26
304,AAPL,"S&P 500 Drops 60 Points on Volatile Day: Oil Stocks Fall Sharply, Apple Leads Tech Stocks Down Again","More worries in the oil patch, and investors turning back to selling Big Tech has stocks swinging wildly again.
",9/10/2020 18:21
305,AAPL,US STOCKS-Wall St ends lower as tech struggles resume,"Names that have rallied since March lows, such as Apple Inc , Microsoft Corp and Amazon.com, all fell at least 2.8%.  Tesla Inc rose 1.4%, initially helping to limit the Nasdaq's losses before the tech-heavy index's slide widened.  The NYSE FANG+TM Index, which includes the core FAANG stocks, fell 1.8%, and all 11 sectors of the S&P 500 traded lower.
",9/10/2020 16:36
306,AAPL,"Dow Jones Drops 100 Points as Boeing Comes Under Scrutiny, Apple Stock Resumes Decline","The aerospace company faces a review of its bidding practices, and the tech giant gives back some gains.
",9/10/2020 14:20
307,AAPL,"Dow's 211-point fall led by losses for Apple Inc., Caterpillar stocks","DOW UPDATE Behind losses for shares of Apple Inc. and Caterpillar, the Dow Jones Industrial Average is declining Thursday afternoon. The Dow (DJIA) was most recently trading 211 points (0.8%) lower, as shares of Apple Inc.
",9/10/2020 14:17
308,AAPL,10 Biggest Tech Hardware Companies,"With Apple leading the pack, these are the 10 biggest tech hardware companies by 12-month trailing revenue.
",9/10/2020 14:05
309,AAPL,"The Zacks Analyst Blog Highlights: AAPL, PYPL, V and GPN","The Zacks Analyst Blog Highlights: AAPL, PYPL, V and GPN
",9/10/2020 13:41
310,AAPL,US STOCKS-Wall St drops as tech stocks struggle for direction,"The S&P 500 fell in volatile trading on Thursday as heavyweight tech-related stocks slipped after a sharp rebound in the previous session, while elevated jobless claims underscored a patchy economic rebound.  Stay-at-home winners Apple Inc, Microsoft Corp and Netflix Inc fell between 1% and 1.6%.  Amazon.com rose 0.2% and Tesla Inc jumped 4.5%, helping limit the Nasdaq's losses.
",9/10/2020 13:17
311,AAPL,US STOCKS-Wall Street edges higher on tech boost,"Amazon.com rose 1.3% and Tesla Inc jumped 6%, supporting the Nasdaq's advance.  Wall Street's main indexes bounced on Wednesday from their biggest three-day rout since March, as investors returned to tech-focused stocks that are deemed insulated from the current economic downturn.  The S&P tech index rose 0.1% and consumer discretionary added 1%.
",9/10/2020 12:00
312,AAPL,US STOCKS-Wall Street climbs as tech rallies for a second day,"Apple Inc, the biggest U.S. company by market capitalization, rose 1.8%, while Tesla Inc jumped 6.1%.  Other heavyweights Amazon.com Inc, Microsoft Corp and Facebook Inc were among major boosts to the S&P 500 and Nasdaq.
",9/10/2020 10:34
313,AAPL,3 Companies That Should Totally Buy Peloton Right Now,"It's just a matter of time before a company you know makes a play for the leader of premium home fitness.
",9/10/2020 10:05
314,AAPL,Apple to Prevent Users From Signing In to Epic Games After Sept. 11,"The battle between Apple (NASDAQ: AAPL) and Fortnite creator Epic Games continues to escalate as users will no longer be able to sign into their account using ""Sign in with Apple"" after Sept. 11.  Users will be able to access their Epic Games account if they change their email address before the deadline.  Epic is challenging Apple's commission scheme for game developers, which takes 30% of any in-app purchases made.
",9/10/2020 9:23
315,AAPL,2 Stocks I Just Bought -- and 1 That I Sold,"New and exciting IPOs are hitting the market with increasing frequency, tech stocks have been soaring higher at breathtaking paces, and some of the largest stocks in the market decided to split their shares.  Over the past month or so, I've made three major moves in my stock portfolio.  One stock that I've been watching since its IPO and recently decided to pull the trigger on is Lemonade, an insurance technology company.
",9/10/2020 6:47
316,AAPL,The Tech Rout Makes It a Good Time to Trade Amazon Options,"If you’re a long-term investor, you should look at the recent stock-market weakness as an opportunity to retool your portfolio. Here’s a roadmap.
",9/10/2020 6:30
317,AAPL,5 Ways the Stock Market Has Made History in 2020,"Wall Street is rich with history.  Its three most widely followed indexes -- the iconic Dow Jones Industrial Average (DJINDICES: ^DJI), technology-driven Nasdaq Composite (NASDAQINDEX: ^IXIC), and broad-based S&P 500 (SNPINDEX: ^GSPC) -- have a respective 124 years, 49 years, and 63 years of history under their belts.  In the second quarter, we witnessed one of the worst single-quarter gross domestic product contractions ever, and saw the unemployment rate rise faster than at any point in history.
",9/10/2020 6:06
318,AAPL,Investor Anxiety Shifts to U.S. Elections as Volatility Returns,"Investopedia readers cite U.S. presidential elections as top concern over COVID in our latest survey.
",9/9/2020 18:33
319,AAPL,Day Traders Unbowed by $2 Trillion Rout Reup Bullish Stock Bets,"(Bloomberg) -- Retail investors, whose hand-over-fist buying this summer supported one of the fastest rallies ever, are proving as steadfast as they were prescient.Not only did they hang tough as equities cratered the past few days, data suggests their animal spirits were flat-out stoked by the mini-crash, which erased $2 trillion from equities. Whether indiscriminate buying like this is bullish or bearish in the long run is anyone’s guess. But it is perseverance that will evidently take more than a few brutal days to dislodge.For a day, that conviction paid off. Up 3% Wednesday, the Nasdaq 100 Index scored its best gain since April, bouncing from a correction that took all of three days to complete. Apple Inc. and Tesla Inc., day-trader ...
",9/9/2020 16:39
320,AAPL,US STOCKS-Wall Street ends higher on tech rally to snap three-day skid,"Wall Street's main indexes ended higher on Wednesday to snap a three-session losing skid as investors jumped back in to take advantage of the pullback in technology-related stocks, a day after the Nasdaq confirmed correction territory.  Tesla Inc shares rebounded 10.92% after suffering their biggest one-day percentage drop in the prior session, while Apple Inc, Microsoft Corp and Amazon.com Inc - the top three U.S. public companies by market capitalization - each rose by at least 3%.  Other stay-at-home winners such as Facebook Inc and Google-parent Alphabet Inc also climbed, a day after the tech-heavy Nasdaq ended 10% below its Sept. 2 record closing high, commonly known as a correction.
",9/9/2020 16:25
321,AAPL,Apple Inc. stock outperforms market on strong trading day,"COMPANY CLOSE UPDATES  Terrence Horan Shares of Apple Inc. AAPL rallied 3.99% to $117.32 Wednesday, on what proved to be an all-around positive trading session for the stock market, with the NASDAQ Composite Index COMP rising 2.
",9/9/2020 16:25
322,AAPL,"Microsoft, Salesforce.com Inc. share gains lead Dow's 513-point rally","DOW UPDATE Powered by positive growth for shares of Microsoft and Salesforce.com Inc., the Dow Jones Industrial Average is rallying Wednesday afternoon. The Dow (DJIA) was most recently trading 513 points, or 1.
",9/9/2020 15:56
323,AAPL,"Motorola's 5G Foldable Razr Adds Better Cameras and Processor, Costs Less","(Bloomberg) -- Seven months after launching its first modern reboot of the early-2000s classic, Motorola on Wednesday announced its second-generation foldable Razr and said the first had greater impact on improving its brand rather than sales. The new Android smartphone continues to give China’s Lenovo Group Ltd. a unique selling point versus the likes of Apple Inc.: a screen that folds in half like a flip phone. Still measuring 6.2 inches, the main display functions like that of any other modern device, but it turns into a compact square when closed, and Motorola has focused on improving the things a user can do with the exterior screen in this new iteration. It also adds 5G wireless capabilities, a faster processor and much-improved cam...
",9/9/2020 15:00
324,AAPL,"Microsoft, Apple Inc. share gains lead Dow's nearly 675-point surge","DOW UPDATE Powered by positive momentum for shares of Microsoft and Apple Inc., the Dow Jones Industrial Average is soaring Wednesday afternoon. Shares of Microsoft (MSFT) and Apple Inc. (AAPL) have contributed to the blue-chip gauge&apos;s intraday rally, as the Dow (DJIA) is trading 672 points, or 2.
",9/9/2020 14:55
325,AAPL,Fortnite says gamers can no longer use Apple sign-in system,"Apple and Epic Games have been in a legal battle since August, when the maker of the popular video game launched its own in-app payment system.  Apple's App Store requires developers to use Apple's payment system and pay a 30% commission.  The iPhone maker on Thursday filed counter claims against Epic, asking for lost App Store fees and other damages, and seeking an order to stop the game maker from operating its own in-app payment system.
",9/9/2020 13:52
326,AAPL,Fortnite says gamers can no longer sign in using Apple ID,"(Reuters) - ""Fortnite"" users will not be able to sign in to the game using their Apple Inc  ID as soon as Sept. 11, the video game maker said on Wednesday.
",9/9/2020 13:52
327,AAPL,US STOCKS-Wall Street bounces as tech rout halts,"Wall Street's main indexes jumped on Wednesday as investors took advantage of a three-day sell-off to buy cheaper technology-related stocks, a day after the Nasdaq confirmed correction territory.  Other stay-at-home winners such as Facebook Inc and Google-parent Alphabet Inc also climbed, a day after the tech-heavy Nasdaq ended 10% below its Sept. 2 record closing high.  U.S. stocks have become susceptible to wild swings in a handful of heavyweight tech-related stocks as traders bid up their shares in a rally that triggered a Nasdaq-led rebound for Wall Street from its pandemic-lows earlier this year.
",9/9/2020 13:50
328,AAPL,Apple Design Teams Develop Special Face Masks for Employees,"(Bloomberg) -- Apple Inc. has developed two types of masks that the company is beginning to distribute to corporate and retail employees to limit the spread of Covid-19.The masks -- called the Apple Face Mask and Apple ClearMask -- are the first developed in-house by the Cupertino, California-technology giant for its staff. The company previously created a different face shield for medical workers and distributed millions of other masks across the health-care sector.Apple told staff members that the masks were developed by the Engineering and Industrial Design teams, the same groups that work on devices such as the iPhone and iPad.The Apple Face Mask is made up of three layers to filter incoming and outgoing particles. It can be washed an...
",9/9/2020 13:37
329,AAPL,"Dow soars nearly 600 points on gains in Microsoft, Apple Inc. shares","DOW UPDATE Buoyed by strong returns for shares of Microsoft and Apple Inc., the Dow Jones Industrial Average is soaring Wednesday afternoon. The Dow (DJIA) was most recently trading 592 points, or 2.1%, higher, as shares of Microsoft (MSFT) and Apple Inc.
",9/9/2020 13:03
330,AAPL,Mark Zuckerberg: It's 'just wrong' to call Facebook a right-wing echo chamber,"Facebook Inc.  Chief Executive Mark Zuckerberg is pushing back on a growing political season narrative that his company has devolved into a right-wing echo chamber. In an interview with &quot;Axios on HBO,&quot; Zuckerberg dismissed such talk as &quot;just wrong.&quot; &quot;I think sometimes there is a fine line between an important level of high energy around an important issue and something that can kind of tilt over into causing harm,&quot; he said. During the wide-ranging, hour-long interview, Zuckerberg suggested an investigation of Apple Inc.'s  App Store. &quot;I do think that there are questions that people should be looking into about that control of the App Store and whether that is enabling as robust of a competitive dynamic,&...
",9/9/2020 12:41
331,AAPL,"Dow up 520 points on gains for Apple Inc., Microsoft stocks","DOW UPDATE The Dow Jones Industrial Average is rallying Wednesday morning with shares of Apple Inc. and Microsoft seeing positive growth for the blue-chip average. Shares of Apple Inc. (AAPL) and Microsoft (MSFT) have contributed about one third of the blue-chip gauge&apos;s intraday rally, as the Dow (DJIA) was most recently trading 520 points (1.
",9/9/2020 11:46
332,AAPL,Has Apple Outpaced Other Computer and Technology Stocks This Year?,"Is (AAPL) Outperforming Other Computer and Technology Stocks This Year?
",9/9/2020 11:30
333,AAPL,Qorvo Guidance Lifts Smartphone Chipmakers As 5G Boom Nears,"The smartphone market is showing signs of a rebound after wireless-chip maker Qorvo raised its outlook for the current quarter. Qorvo stock jumped on the news Wednesday as did its peers.
",9/9/2020 11:02
334,AAPL,Apple's Time Flies Event Might Focus on Apple Watch,"Apple's (AAPL) rumored launch of Apple Watch 6 series and bundled service offerings in Time Flies event are expected to boost top-line growth amid delayed iPhone 12 release.
",9/9/2020 11:01
335,AAPL,"Apple Inc., Microsoft share gains lead Dow's 436-point rally","DOW UPDATE The Dow Jones Industrial Average is rallying Wednesday morning with shares of Apple Inc. and Microsoft seeing positive gains for the price-weighted average. Shares of Apple Inc. (AAPL) and Microsoft (MSFT) are contributing about one third of the blue-chip gauge&apos;s intraday rally, as the Dow (DJIA) is trading 436 points, or 1.
",9/9/2020 10:46
336,AAPL,3 Stocks to Buy Now That They're Cheap Again,"Shares of these great companies have fallen by at least 16% over the past week amid the broader market's correction. All should bounce back fast.
",9/9/2020 10:40
337,AAPL,Apple Fires Back at Epic and Now Wants Damages,"The legal filing reveals that &quot;Fortnite&quot; has generated over $600 million in revenue from iOS.
",9/9/2020 10:30
338,AAPL,Apple -Epic Games Ongoing Legal Dispute Escalates,"Apple (AAPL) has countersued Fortnite developer Epic Games alleging breach of contract and is now seeking damages.
",9/9/2020 10:24
339,AAPL,US STOCKS-Nasdaq rebounds as tech stocks stabilize after rout,"U.S. stocks bounced on Wednesday with the Nasdaq gaining 1.5%, as a rout in technology shares halted and investors shrugged off news that AstraZeneca had paused global trials of its experimental coronavirus vaccine.  Apple Inc, Salesforce.com Inc and Microsoft Corp, which have borne the brunt of the tech rout, were among the top boosts to the blue-chip Dow.  Other ""stay-at-home"" winners such as Amazon.com Inc and Facebook Inc also climbed, a day after their declines pushed the tech-heavy Nasdaq into correction territory as it ended 10% below its Sept. 2 closing high.
",9/9/2020 10:23
340,AAPL,3 5G Stocks to Buy Now,"Analysts widely expect interest in 5G technology to skyrocket when Apple releases its first 5G-capable iPhone later this fall.  Thanks to 5G, data connection speeds that currently stand between 12 and 36 megabits per second (Mbps) could reach 300 Mbps.  With so much that remains unknown, predicting the technologies, let alone the companies that will spawn 5G innovation, is difficult.
",9/9/2020 10:10
341,AAPL,"Apple Inc., Microsoft share gains lead Dow's 237-point climb","DOW UPDATE The Dow Jones Industrial Average is trading up Wednesday morning with shares of Apple Inc. and Microsoft leading the way for the index. Shares of Apple Inc. (AAPL) and Microsoft (MSFT) are contributing to the blue-chip gauge&apos;s intraday rally, as the Dow (DJIA) is trading 237 points, or 0.
",9/9/2020 9:45
